kontrahent_id,nazwa,nip,nip_status,dup_nip,dup_nazwa
108,Spółdzielnia Fryś-Klaus S.A. Spółka z o.o.,216-558-52-39,poprawny,True,False
109,Gabinety Kalinka sp.k.,7298259524,poprawny,False,False
110,PPUH ANIOŁA SP.J. SPÓŁKA Z O.O.,705-516-94-07,poprawny,True,True
111,Szyda Sp. z o.o. sp. z o.o.,8962309130,poprawny,False,True
112,PPUH Pyziak S.A. sp.k.,702-838-57-85,poprawny,False,False
113,FPUH Tyniec S.A. Sp. J.,4973348433,poprawny,True,True
114,  PPUH Szachniewicz-Nalewajko i syn s.c. Sp. J.,441-986-65-24,poprawny,False,False
115,Grupa Siedlarz-Parkitny s.c. sp. z o.o.,384-842-19-92,poprawny,False,False
116,Grupa Hankiewicz S.A.,5712082675,poprawny,False,False
117,Matyszczak S.A. sp. z o.o.,8026206721,poprawny,False,False
118,FPUH Kozon Sp.k. Spółka z o.o.,4788728746,poprawny,False,False
119,Fundacja Dulik-Olesiejuk Sp.j. Spółka z o.o.,4932966855,poprawny,False,False
120,FPUH Żach Sp.j. Sp. z o.o.,4637454995,poprawny,False,False
121,Stowarzyszenie Jędrusiak sp. z o.o.,6841459332,poprawny,False,False
122,PPUH Roszko Sp. J.,3391878517,poprawny,False,False
123,Rohde-Pastucha i syn s.c. sp.k.,7139718706,poprawny,False,False
124,Stowarzyszenie Hejna-Śliz Sp.k. Spółka z o.o.,0640391067,poprawny,False,False
125,FPUH Hubert sp. z o.o.,6567661826,poprawny,False,False
126,Turoń Sp.k. sp. z o.o.,0047868630,poprawny,False,False
127,Ufnal-Baum Sp.j. Sp. J.,6903311905,poprawny,False,False
128,PPUH Ryszkiewicz i syn s.c. Sp. z o.o.,2843959953,poprawny,False,False
129,Spółdzielnia Zdobylak-Banachowicz Sp.j. sp.k.,,brak,False,False
130,Gabinety Drozdowicz sp. z o.o.,4270866881,poprawny,False,True
131,Siwa-Latko s.c. Spółka z o.o.,183-046-99-04,poprawny,False,False
132,Fundacja Prygiel-Luberda Sp. z o.o. Spółka z o.o.,4033173937,poprawny,False,False
133,Kluj-Ciochoń Sp.j. Spółka z o.o.,5560932049,poprawny,True,False
134,Grupa Gałat Sp.j. sp. z o.o.,7854777253,poprawny,False,False
135,PPUH Tekieli Sp.j. Sp. z o.o.,0062312032,poprawny,False,False
136,PPUH Morawiak i syn s.c. Sp. z o.o.,088-600-84-88,poprawny,False,False
137,Stowarzyszenie Denkiewicz Sp.j. Sp. z o.o.,823-398-45-42,poprawny,False,False
138,Grupa Błądek-Rzucidło Sp.j. sp. z o.o.,4101666872,poprawny,False,False
139,Gabinety Kuk Sp. z o.o.,8033974013,poprawny,False,False
140,Gabinety Karmelita-Dunal Sp.j. sp. z o.o.,9261429391,poprawny,False,False
141,Stowarzyszenie Gołas i syn s.c. Sp. J.,9996504773,poprawny,False,False
142,Domżał-Dorobek Sp.k. sp.k.,4311426269,poprawny,False,False
143,Fundacja Jeżyna-Bystroń Sp.k. Sp. z o.o.,212-678-88-66,poprawny,False,False
144,PPUH Świstek Sp. z o.o.,6224447217,poprawny,False,False
145,FPUH Działo sp. z o.o.,7993712406,poprawny,False,False
146,Gabinety Ślipek Sp. J.,9245937520,poprawny,False,False
147,FPUH Glazer-Pusz Sp. z o.o. Spółka z o.o.,6519398288,poprawny,False,False
148,Grupa Dzikiewicz i syn s.c. sp. z o.o.,4342661793,poprawny,False,False
149,Klemens s.c. Spółka z o.o.,8911352908,poprawny,False,False
150,Grupa Zysk sp.k.,8899375678,poprawny,False,False
151,Spółdzielnia Lepka Sp. z o.o.,1254573875,poprawny,False,False
152,NIKEL-FAC I SYN S.C. SP. J.,1051238284,poprawny,False,False
153,Fundacja Tylec Sp. J.,6609379662,poprawny,False,False
154,Osial Sp. z o.o. Sp.k. sp. z o.o.,7147859692,poprawny,False,False
155,Spółdzielnia Freitag Sp.k. sp.k.,1251341259,poprawny,False,False
156,Hamera i syn s.c. S.A.,8282742253,poprawny,False,False
157,Ostręga s.c. sp.k.,7676772198,poprawny,False,False
158,Pasieczna S.A. S.A.,5807836131,poprawny,True,True
159,Szajner-Toma Sp.k. sp. z o.o.,3959629230,poprawny,False,False
160,PPUH Jonczyk Sp.k. Sp. J.,4494812602,poprawny,False,False
161,Spółdzielnia Giec sp.k.,4667116843,poprawny,False,False
162,  PPUH Kudra Sp.k. S.A.,5186363741,poprawny,False,False
163,Spółdzielnia Wolańczyk Sp. J.,0017012775,poprawny,True,True
164,Ogonek s.c. Spółka z o.o.,1541520645,poprawny,True,False
165,Fundacja Zacharek sp. z o.o.,9387005163,poprawny,False,False
166,Spółdzielnia Wódka-Pelka Sp. z o.o. Sp.k. Spółka z o.o.,4262218908,poprawny,False,False
167,PPUH Kotlarek-Czerniakiewicz Sp. z o.o. sp.k.,7311219655,poprawny,False,False
168,Prażuch i syn s.c. sp.k.,9404389836,poprawny,False,False
169,FPUH Koterba-Indyk Sp. z o.o. Sp.k. S.A.,9180552696,poprawny,False,False
170,SZCZEPAN-DWORCZAK SP. Z O.O. SP. Z O.O.,4300684861,poprawny,False,False
171,Chorążewicz-Cieniuch Sp.k. Spółka z o.o.,1832856918,poprawny,False,False
172,Stark-Bilik Sp.k. sp.k.,0421020276,poprawny,False,False
173,Fundacja Dydak-Nieroda s.c. Sp. z o.o.,5648149173,poprawny,False,False
174,FPUH Miszkiel-Młotek Sp. z o.o. Sp.k. Sp. z o.o.,9138000304,poprawny,False,False
175,PPUH Deryło-Dulik Sp. z o.o. Sp.k. sp. z o.o.,6541951804,poprawny,False,False
176,Fundacja Pleban Sp.j. Spółka z o.o.,5187053497,poprawny,True,False
177,Mzyk-Drej Sp.k. sp. z o.o.,8320603856,poprawny,False,False
178,Dzienniak-Grześków Sp.k. sp.k.,3670241032,poprawny,False,False
179,Grupa Rodzeń S.A.,1990623449,poprawny,False,False
180,Fundacja Mich Sp.k. sp. z o.o.,9121277567,poprawny,True,True
181,Stowarzyszenie Cis Sp. z o.o. Sp. J.,4903521352,poprawny,False,False
182,PPUH Wilkos-Drela Sp. z o.o. sp.k.,8317121001,poprawny,False,False
183,Bystrek s.c. Spółka z o.o.,1013721512,poprawny,False,False
184,Komuda Sp.j. S.A.,6253244729,poprawny,False,False
185,Wlaźlak-Wawszczak Sp.j. Spółka z o.o.,626-383-80-63,poprawny,False,False
186,Gryta-Lorens Sp. z o.o. Sp.k. Spółka z o.o.,2059304071,błędny,False,False
187,PPUH Skotarczak-Delikat i syn s.c. Sp. J.,0396522396,poprawny,False,False
188,Spółdzielnia Dylak Sp. z o.o. Sp.k. sp. z o.o.,7842701037,poprawny,True,True
189,PPUH Pyda i syn s.c. Spółka z o.o.,2500292188,poprawny,False,False
190,Gabinety Trzpil i syn s.c. Spółka z o.o.,,brak,False,False
191,Fundacja Buksa Sp.k. Sp. z o.o.,7251355218,poprawny,False,False
192,Żynda-Otremba Sp. z o.o. Sp.k. Sp. z o.o.,0067626769,poprawny,False,False
193,Drozda i syn s.c. Sp. z o.o.,0405411527,poprawny,False,False
194,Fundacja Płócienniczak i syn s.c. S.A.,2962015336,poprawny,False,False
195,Zarzeczna-Widłak i syn s.c. sp.k.,7205061493,błędny,False,False
196,PPUH Wota S.A.,1467741865,poprawny,True,True
197,Kamieniarz Sp. z o.o. Sp.k. Spółka z o.o.,3490211585,błędny,False,False
198,FPUH Zaczyk Sp.k. sp. z o.o.,7416089895,poprawny,False,False
199,Spółdzielnia Borysiewicz i syn s.c. sp. z o.o.,0616329455,poprawny,False,False
200,Czulak i syn s.c. sp.k.,7099861626,poprawny,False,False
201,Gabinety Olesiejuk Spółka z o.o.,6799702467,poprawny,False,False
202,Mirończuk Sp. z o.o. Sp.k. Spółka z o.o.,5054447139,poprawny,False,False
203,Dąbroś-Szczubełek i syn s.c. Sp. z o.o.,3736785080,poprawny,False,False
204,Rduch i syn s.c. Sp. z o.o.,,brak,False,False
205,Fundacja Garczarek s.c. sp. z o.o.,5797279857,poprawny,False,False
206,Stowarzyszenie Uroda Sp. z o.o. sp. z o.o.,9333346801,poprawny,False,False
207,Kuza-Wałek Sp. z o.o. Sp.k. sp.k.,4466574378,poprawny,False,False
208,Złotek S.A. sp.k.,9441715454,poprawny,False,False
209,Wesoły-Pioch Sp.k. sp. z o.o.,0965207443,poprawny,False,False
210,Siebert-Pakos s.c. Sp. J.,3875842829,poprawny,False,False
211,Tokarek Sp. z o.o. Sp.k. sp. z o.o.,5346554942,poprawny,False,False
212,FPUH Matusewicz sp. z o.o.,816-846-02-28,poprawny,False,False
213,Stowarzyszenie Ofiara Sp. z o.o. Sp.k. S.A.,5250074321,poprawny,False,False
214,PPUH Karmelita-Kolarz Sp.k. S.A.,6760083503,poprawny,True,True
215,Sadlik Sp. z o.o. Sp.k. Spółka z o.o.,4216894219,poprawny,False,False
216,Brach-Nieroda i syn s.c. Sp. J.,3230982155,poprawny,False,False
217,Grupa Knapek Sp. z o.o.,1001676183,poprawny,False,False
218,Grupa Fal s.c. Sp. J.,9141173931,poprawny,False,False
219,PPUH Pawlos-Malka Sp.k. S.A.,3753001193,poprawny,False,False
220,Szabla Sp.k. Sp. J.,3744701206,poprawny,False,False
221,Gabinety Cebo sp. z o.o.,2557941551,poprawny,False,False
222,Fundacja Wojaczek Sp. J.,2120216979,poprawny,False,False
223,Grupa Szmaj Sp. J.,2771670142,poprawny,False,False
224,Fundacja Lorenz-Żero S.A. Sp. J.,6289002877,poprawny,False,False
225,Grupa Starzak s.c. Sp. z o.o.,8386631774,poprawny,False,False
226,Getka-Kabala Sp. z o.o. Sp. J.,0166088016,poprawny,False,False
227,Grupa Huber s.c. Spółka z o.o.,037-589-97-53,poprawny,False,False
228,Szeszko S.A. Sp. J.,4885102721,poprawny,False,False
229,Gabinety Drygała S.A.,3735160917,poprawny,True,True
230,Spółdzielnia Łodyga Sp. J.,0869782920,poprawny,False,False
231,PPUH Kozok s.c. S.A.,6934654724,poprawny,False,False
232,Stowarzyszenie Migda Sp.k. sp.k.,3339452286,poprawny,False,False
233,MAINKA-JACHIMCZAK I SYN S.C. SP.K.,4608106205,poprawny,False,False
234,Spółdzielnia Wolff Sp. z o.o.,4380571980,poprawny,False,False
235,Malcher Sp. z o.o. Sp.k. S.A.,6580043979,poprawny,False,False
236,Fundacja Szlufik sp. z o.o.,4721228161,poprawny,False,False
237,Moczko-Gębura Sp. z o.o. Sp.k. S.A.,2025909475,poprawny,False,False
238,PPUH Torbus sp.k.,2688615332,poprawny,False,False
239,Spółdzielnia Danilczuk-Daraż Sp.j. sp.k.,0157399308,poprawny,False,False
240,FPUH Kosz-Dziwak Sp. z o.o. sp.k.,5887704353,poprawny,False,False
241,Gabinety Kęsek Sp.j. Sp. J.,3613861205,poprawny,False,False
242,Famuła s.c. sp.k.,6180919014,poprawny,False,False
243,FPUH Brańka S.A.,6607283260,poprawny,False,False
244,Gorol Sp. z o.o. Sp.k. Sp. z o.o.,8821009963,poprawny,False,False
245,Grupa Pawlonka Sp.j. sp. z o.o.,3943129080,poprawny,False,False
246,Bródka Sp. z o.o. Sp.k. S.A.,5523149131,poprawny,False,False
247,Bejma-Nickel Sp.j. Spółka z o.o.,5620533644,poprawny,False,False
248,Zieja Sp.j. Spółka z o.o.,7812914283,poprawny,False,False
249,Siara S.A. sp.k.,6930848874,poprawny,False,False
250,Fundacja Bareja-Berus Sp.j. sp.k.,8165803923,poprawny,False,False
251,Szczudło Sp.k. S.A.   ,5037314536,poprawny,False,False
252,PPUH Sowała S.A. Sp. z o.o.,5184498922,poprawny,False,False
253,Leszkiewicz-Pietrewicz S.A. sp. z o.o.,8655779089,poprawny,False,False
254,FUNDACJA SKAŁKA-GRYGOROWICZ I SYN S.C. SP. Z O.O.,2591365176,poprawny,False,False
255,Martyn Sp. z o.o. Sp.k. Sp. z o.o.,0242869902,poprawny,False,False
256,Spółdzielnia Pawela s.c. S.A.,9292984254,poprawny,False,False
257,Stowarzyszenie Bak sp.k.,629-127-99-02,poprawny,False,False
258,Spółdzielnia Smolorz Sp.j. Sp. J.   ,6865086374,poprawny,False,False
259,Fundacja Rduch-Tarach i syn s.c. S.A.,3149864301,poprawny,False,False
260,FPUH Sajewicz Sp. J.,5651269444,poprawny,True,True
261,Stowarzyszenie Potęga-Gierak i syn s.c. S.A.,8872588741,poprawny,False,False
262,Berdzik-Cieloch Sp.k. Sp. J.   ,2601279611,poprawny,False,False
263,Szyja Sp. z o.o. Sp.k. S.A.,9849027705,poprawny,False,False
264,Gabinety Krzyżostaniak-Malon s.c. Sp. J.,0530214654,poprawny,False,False
265,Stowarzyszenie Działa sp.k.,4895543935,poprawny,False,False
266,FPUH Gągała Sp. z o.o.,8451848943,poprawny,False,False
267,Migda-Gomoła Sp.k. sp.k.,0714163352,poprawny,False,False
268,Bejger-Bekus Sp.k. S.A.,5182755390,poprawny,False,False
269,Stowarzyszenie Porwoł sp. z o.o.,3339521113,poprawny,False,False
270,PPUH Pilarek Sp.j. S.A.,9472846393,poprawny,False,False
271,Madzia-Wasyluk Sp. z o.o. S.A.,2718750030,poprawny,False,False
272,Fundacja Połetek Sp.j. S.A.   ,9552763657,poprawny,False,False
273,Ciepluch Sp.k. Sp. J.,0267288573,poprawny,False,False
274,Zacharczuk Sp. z o.o. Sp.k. Sp. z o.o.,3471754556,poprawny,False,False
275,Grupa Szajna S.A. Sp. J.,8245587717,poprawny,False,False
276,PPUH Wejman-Moneta Sp. z o.o. sp.k.,9611253551,poprawny,False,False
277,Fronczek-Kryszczuk Sp.k. Spółka z o.o.,,brak,False,False
278,Grupa Podpora-Brzykcy i syn s.c. S.A.,800-681-14-94,poprawny,False,False
279,  Hołota Sp.j. sp. z o.o.,2820055774,poprawny,False,False
280,Spółdzielnia Kasperczak i syn s.c. S.A.,9688457836,poprawny,False,False
281,Żymełka-Kotlarek i syn s.c. Sp. z o.o.,8254780773,poprawny,False,False
282,Fundacja Dyczko sp. z o.o.   ,6866326633,poprawny,True,True
283,Gabinety Niećko Sp.k. Sp. J.,8463122413,poprawny,False,False
284,Gabinety Andruszko s.c. Sp. z o.o.,2080214424,poprawny,False,False
285,Grupa Stochel S.A.,4757051202,poprawny,False,False
286,Sommer-Jaśko Sp.k. Sp. z o.o.,1367303717,poprawny,False,False
287,Stowarzyszenie Karłowicz Sp. z o.o. Sp.k. Sp. z o.o.,8814743509,poprawny,False,False
288,Fundacja Kobryń Sp. z o.o. Spółka z o.o.,916-300-97-94,poprawny,False,False
289,PPUH Czajor-Wlaźlak s.c. Sp. J.,0052812738,poprawny,False,False
290,FPUH Pikor sp. z o.o.,928-557-49-86,poprawny,False,False
291,Zamora-Wasil i syn s.c. Sp. J.,8620959356,poprawny,False,False
292,Sobieszczyk-Reszke Sp. z o.o. sp. z o.o.,9456511812,poprawny,False,False
293,FPUH Bugla-Jędrys Sp.j. Sp. z o.o.,967-899-40-53,poprawny,False,False
294,Kapciak-Joszko Sp. z o.o. Sp.k. Sp. z o.o.,5865094806,poprawny,False,False
295,FPUH Łuksza-Klebba Sp. z o.o. Sp.k. sp.k.,6338392885,poprawny,False,False
296,Stowarzyszenie Niedojadło-Jachimczak Sp.j. sp. z o.o.,2868528971,poprawny,False,False
297,Spółdzielnia Nastaj Spółka z o.o.,9398368455,poprawny,False,False
298,Pitura-Doroba i syn s.c. Spółka z o.o.,8992107520,poprawny,False,False
299,Spółdzielnia Arendarczyk S.A.,9315727912,poprawny,False,False
300,Lenda S.A. Spółka z o.o.,5661390609,poprawny,False,False
301,Grupa Panuś sp. z o.o.,0679981361,poprawny,False,False
302,PPUH Gabara-Kupidura i syn s.c. Spółka z o.o.,1686227832,poprawny,False,False
303,Grupa Łyś S.A. Sp. z o.o.,4659116656,poprawny,False,False
304,Fundacja Seidel Spółka z o.o.,9792703354,błędny,True,False
305,Grupa Kacperczyk Spółka z o.o.,,brak,False,False
306,PPUH Piszcz-Chojna Sp. z o.o. sp. z o.o.,0698042049,poprawny,False,False
307,Buśko-Dziuda Sp.k. Sp. J.,5104636814,poprawny,False,False
308,Fundacja Rosada Sp.j. sp.k.,003-845-76-20,poprawny,False,False
309,Grupa Stelmasiak-Wołodźko Sp.k. sp.k.,4046084325,poprawny,False,False
310,Gabinety Sierpień i syn s.c. sp.k.,2649578236,poprawny,False,False
311,Dorobek s.c. sp.k.,2629251880,poprawny,False,False
312,Gałaj-Chołody Sp. z o.o. Sp.k. Spółka z o.o.,7423122091,poprawny,False,False
313,Pitek-Kudełka Sp.j. Sp. z o.o.,5172897527,poprawny,False,False
314,FPUH Konrad-Kuczaj s.c. Sp. z o.o.,4633312790,poprawny,False,False
315,Stowarzyszenie Machniak Sp. z o.o. Sp.k. S.A.,9998808170,poprawny,False,False
316,Grupa Skocz-Stoch i syn s.c. sp.k.,0347644722,poprawny,False,False
317,Gabinety Szmalec S.A. S.A.,1812982666,poprawny,False,False
318,Spółdzielnia Cholewka Sp. z o.o.,4521117511,poprawny,False,False
319,Spółdzielnia Komsta s.c. sp. z o.o.,592-222-06-46,poprawny,False,False
320,Spółdzielnia Kalota Spółka z o.o.,3977671998,poprawny,False,False
321,Gabinety Pędrak sp. z o.o.,0502099454,poprawny,False,False
322,Fundacja Bulak-Krzyk i syn s.c. Sp. J.,9982795017,błędny,False,False
323,SPÓŁDZIELNIA POPIELARCZYK SP. Z O.O.,1458683393,poprawny,False,False
324,Fundacja Janczarek s.c. sp.k.,4695489958,poprawny,False,False
325,Grupa Kamyk-Kaczmarkiewicz S.A. sp. z o.o.,4301071391,poprawny,False,False
326,Borzych-Ryszkiewicz s.c. sp. z o.o.,4414488508,poprawny,False,False
327,Spółdzielnia Siekierka Sp. z o.o. Spółka z o.o.,7702727858,poprawny,False,False
328,Grupa Nazarko-Gosik s.c. Sp. z o.o.,3955124059,poprawny,False,False
329,Wieja s.c. Spółka z o.o.,5046173578,poprawny,False,False
330,Palica-Tlałka Sp. z o.o. Sp.k. sp. z o.o.,1780782354,poprawny,False,False
331,Wesoła-Bochnia Sp. z o.o. Sp.k. Sp. z o.o.,7681040919,poprawny,False,False
332,Trzyna-Skałka i syn s.c. Spółka z o.o.,3533448578,poprawny,False,False
333,Fras-Pawlos Sp.k. sp.k.,8138585422,poprawny,False,False
334,Bochnia Sp. z o.o. Sp. z o.o.,2070160164,poprawny,False,False
335,Fundacja Szkaradek Sp.k. Spółka z o.o.,5381792175,poprawny,False,False
336,Stowarzyszenie Kwarciak-Kielan i syn s.c. sp. z o.o.,0171577249,poprawny,False,False
337,Wajdzik i syn s.c. Sp. z o.o.,3938276157,poprawny,False,False
338,Stowarzyszenie Dorynek Sp. J.,1971997580,poprawny,False,False
339,STOWARZYSZENIE BARŁÓG-STRZĘPEK I SYN S.C. SP.K.,6570132902,poprawny,False,False
340,FPUH Kubasiewicz s.c. S.A.,9098624055,poprawny,True,True
341,Spółdzielnia Steinke sp. z o.o.,6965666680,poprawny,False,False
342,Hak-Olszowa S.A. sp. z o.o.,4220102762,poprawny,False,False
343,Engler Sp. z o.o. S.A.,8687653262,poprawny,True,True
344,Fundacja Janiuk sp.k.,1284781897,poprawny,False,False
